Age,Gender,Parental_Education,Family_Income,Previous_Grades,Attendance,Class_Participation,Study_Hours,Major,School_Type,Financial_Status,Parental_Involvement,Educational_Resources,Motivation,Self_Esteem,Stress_Levels,School_Environment,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Patterns,Nutrition,Physical_Activity,Screen_Time,Educational_Tech_Use,Peer_Group,Bullying,Study_Space,Learning_Style,Tutoring,Mentoring,Lack_of_Interest,Time_Wasted_on_Social_Media,Sports_Participation,Grades
18,F,Some College,30000,B,85,Medium,13,Science,Private,Medium,High,High,Low,High,High,Negative,Medium,99,No,8,Unhealthy,High,9,Yes,Neutral,No,No,Auditory,Yes,No,Low,5,Low,A
19,M,Graduate,50000,C,71,Low,17,Business,Public,Medium,High,High,Low,Medium,Medium,Negative,High,73,No,4,Balanced,Medium,7,No,Negative,No,Yes,Visual,No,No,Medium,4,High,A
19,M,Some College,50000,A,77,High,6,Arts,Public,Medium,Medium,No,Low,Medium,Medium,Neutral,Low,41,Yes,4,Unhealthy,Medium,9,Yes,Neutral,No,Yes,Visual,No,No,High,1,Low,C
20,M,High School,30000,A,83,Medium,13,Medicine,Private,Medium,Low,Yes,Low,Low,Medium,Neutral,Low,100,Yes,5,Balanced,High,8,No,Positive,No,Yes,Kinesthetic,No,No,Low,4,High,B
18,M,Graduate,75000,B,86,Medium,13,Arts,Private,High,Medium,Yes,Medium,Medium,High,Neutral,High,48,Yes,9,Unhealthy,Low,3,No,Positive,Yes,No,Kinesthetic,No,No,High,6,High,B
21,M,College,75000,C,91,Medium,9,Science,Private,Medium,Medium,No,Low,Medium,Low,Positive,High,35,No,5,Balanced,High,9,No,Positive,Yes,No,Auditory,Yes,Yes,High,4,Medium,B
22,M,College,50000,A,93,Low,7,Law,Public,High,High,No,Medium,Low,Medium,Positive,Medium,76,Yes,5,Balanced,Low,6,Yes,Negative,No,Yes,Kinesthetic,No,No,High,6,Medium,B
21,F,Some College,40000,C,74,High,18,Arts,Private,Low,Medium,Yes,Low,Medium,High,Neutral,High,54,No,5,Healthy,Medium,5,Yes,Negative,No,Yes,Kinesthetic,No,Yes,Low,6,High,C
22,F,Graduate,30000,A,96,High,9,Engineering,Public,Medium,High,No,High,Low,Low,Negative,High,25,No,9,Unhealthy,Low,6,No,Negative,Yes,No,Kinesthetic,No,No,Medium,1,High,C
18,F,College,50000,A,97,Low,18,Medicine,Private,High,Low,No,High,Medium,High,Neutral,High,22,Yes,6,Unhealthy,Medium,6,No,Positive,Yes,Yes,Visual,Yes,No,High,4,High,C
19,M,Graduate,50000,C,88,Low,7,Engineering,Public,Low,Low,No,Medium,Low,High,Neutral,Low,52,No,5,Healthy,Low,5,No,Neutral,No,No,Auditory,Yes,No,Low,6,Low,B
19,M,Graduate,50000,C,74,Low,18,Business,Private,Medium,High,No,Low,Medium,High,Negative,High,59,Yes,8,Healthy,High,10,Yes,Negative,No,No,Auditory,No,No,High,2,Medium,B
20,F,Graduate,30000,A,88,Medium,5,Law,Public,Low,High,Yes,Low,Medium,High,Neutral,High,41,Yes,7,Unhealthy,High,9,Yes,Positive,No,Yes,Kinesthetic,Yes,No,Low,4,High,B
19,M,High School,40000,C,81,Low,7,Business,Public,High,Low,No,Low,Low,Low,Positive,Medium,31,No,8,Unhealthy,High,7,Yes,Neutral,No,Yes,Auditory,No,No,Medium,3,Low,C
20,M,Graduate,50000,C,85,Low,6,Science,Private,High,Low,Yes,High,Low,High,Neutral,Low,20,No,5,Healthy,Low,6,Yes,Positive,Yes,Yes,Auditory,Yes,No,Low,4,Medium,B
21,F,Graduate,60000,C,97,Medium,18,Law,Public,Medium,High,Yes,High,Medium,Medium,Neutral,High,80,No,8,Unhealthy,Medium,3,Yes,Neutral,Yes,Yes,Auditory,No,No,Low,1,Medium,A
19,M,College,50000,C,95,Medium,18,Arts,Public,High,Low,Yes,High,High,Low,Neutral,High,88,No,9,Healthy,Medium,7,No,Neutral,No,No,Auditory,No,No,Medium,1,Medium,A
21,F,High School,40000,C,92,High,9,Arts,Public,High,High,Yes,Medium,Medium,High,Neutral,High,54,Yes,5,Healthy,Low,3,Yes,Negative,No,No,Auditory,Yes,Yes,Medium,2,High,C
20,F,College,60000,C,77,High,17,Engineering,Public,High,Low,No,Medium,Medium,High,Neutral,Medium,40,No,8,Healthy,Medium,9,Yes,Negative,Yes,No,Auditory,Yes,No,High,6,High,B
20,F,High School,30000,B,94,Medium,8,Business,Public,Medium,High,No,High,High,High,Positive,Medium,32,Yes,9,Unhealthy,Medium,6,Yes,Neutral,Yes,Yes,Auditory,No,No,Medium,4,High,B
19,F,High School,50000,A,82,Medium,11,Engineering,Public,High,Low,No,Low,High,Medium,Positive,Low,52,No,8,Unhealthy,Medium,9,No,Positive,No,Yes,Auditory,Yes,Yes,High,6,High,B
20,F,College,30000,C,77,High,11,Medicine,Private,Low,Low,High,Low,Low,Medium,Neutral,Low,80,No,6,Balanced,High,8,No,Positive,Yes,Yes,Auditory,Yes,No,High,4,Medium,A
20,F,High School,40000,B,99,High,7,Law,Private,High,Medium,No,Low,Low,Medium,Negative,Low,79,No,9,Healthy,Medium,2,Yes,Positive,Yes,Yes,Visual,No,Yes,High,1,Low,A
21,F,Some College,75000,A,84,Medium,17,Law,Public,High,Low,No,Low,Medium,Low,Positive,Medium,55,No,9,Unhealthy,High,5,No,Positive,Yes,No,Auditory,Yes,No,Medium,1,Medium,B
22,F,Some College,60000,A,76,Medium,10,Science,Private,Medium,Medium,No,Medium,High,High,Neutral,High,31,No,5,Healthy,Medium,8,Yes,Neutral,Yes,Yes,Kinesthetic,No,Yes,Medium,1,High,C
18,M,College,40000,A,97,High,7,Law,Public,High,Medium,Yes,Medium,Medium,Medium,Negative,Medium,53,Yes,5,Balanced,High,5,Yes,Neutral,No,No,Auditory,No,Yes,Low,3,High,A
21,F,High School,60000,C,99,Medium,6,Law,Public,High,Medium,No,Medium,Medium,Medium,Positive,High,41,Yes,4,Balanced,High,10,Yes,Neutral,No,Yes,Visual,Yes,Yes,High,4,High,B
19,M,Some College,75000,A,76,Medium,16,Medicine,Private,Medium,Low,No,Low,High,Low,Negative,High,96,No,9,Balanced,High,6,Yes,Neutral,No,No,Kinesthetic,No,No,Medium,5,Medium,B
22,F,Graduate,30000,A,79,High,14,Law,Private,Low,High,No,High,Medium,High,Positive,High,34,No,6,Unhealthy,Medium,2,Yes,Negative,No,Yes,Auditory,Yes,No,Medium,5,Low,A
21,F,College,40000,A,72,High,16,Law,Private,Medium,Low,No,High,Low,Low,Neutral,High,100,No,6,Healthy,Low,9,No,Negative,Yes,Yes,Kinesthetic,No,Yes,High,3,Medium,B
21,M,Graduate,75000,B,90,Medium,17,Business,Private,Medium,Low,Yes,High,Low,Medium,Neutral,Low,95,No,9,Unhealthy,Low,10,No,Positive,No,Yes,Kinesthetic,Yes,Yes,Low,2,Low,A
18,M,College,50000,A,81,High,18,Medicine,Public,High,Low,No,High,Medium,Low,Negative,Medium,78,Yes,8,Balanced,Low,7,No,Positive,Yes,No,Auditory,Yes,Yes,High,2,High,C
21,M,Graduate,40000,B,81,Low,13,Law,Private,High,Low,No,Medium,Medium,High,Positive,Medium,27,No,6,Healthy,Medium,9,Yes,Positive,No,No,Visual,No,Yes,High,6,Medium,A
18,F,High School,30000,B,79,Low,17,Law,Public,High,High,High,High,High,High,Neutral,High,22,No,5,Unhealthy,Low,6,No,Neutral,No,Yes,Auditory,No,No,High,5,High,A
18,M,Graduate,75000,C,80,Medium,17,Business,Public,High,Medium,Yes,Low,Medium,Low,Positive,High,66,Yes,5,Balanced,High,8,No,Positive,No,No,Auditory,Yes,No,High,5,Low,B
20,M,Some College,30000,A,80,Medium,6,Arts,Private,High,Medium,No,High,Medium,Medium,Neutral,Low,87,Yes,9,Healthy,Medium,8,Yes,Positive,No,Yes,Auditory,No,Yes,Low,3,Medium,A
18,F,Graduate,40000,C,92,Medium,19,Law,Public,Medium,Low,Yes,High,Medium,Medium,Positive,Low,36,No,5,Balanced,Low,2,No,Positive,No,No,Visual,No,Yes,High,1,Medium,B
19,F,Graduate,40000,C,97,Low,7,Engineering,Private,Medium,Low,High,Low,High,Medium,Neutral,Medium,44,Yes,6,Balanced,Low,2,No,Positive,No,No,Kinesthetic,Yes,No,Medium,3,Low,C
18,F,Graduate,40000,A,81,High,16,Engineering,Public,Low,Medium,No,Low,Medium,Medium,Neutral,High,85,Yes,9,Unhealthy,Medium,2,Yes,Neutral,Yes,Yes,Auditory,No,Yes,Low,3,Medium,A
18,M,College,75000,C,74,Medium,11,Business,Private,Medium,Low,No,Medium,High,Low,Neutral,Medium,36,No,5,Balanced,Low,3,No,Negative,No,Yes,Kinesthetic,Yes,No,Medium,1,Medium,B
21,F,Some College,30000,A,81,High,12,Law,Public,Medium,High,Yes,Low,Medium,Medium,Negative,Medium,70,No,5,Healthy,Medium,9,No,Positive,Yes,No,Auditory,No,Yes,High,1,High,A
21,M,Some College,75000,B,80,Low,5,Engineering,Public,Low,Medium,Yes,Medium,Low,Medium,Negative,High,54,No,5,Healthy,Low,7,No,Positive,No,Yes,Visual,Yes,No,High,4,High,B
22,F,Graduate,40000,C,89,Low,17,Arts,Public,Low,Medium,No,High,Low,High,Positive,Medium,96,No,7,Balanced,Medium,10,Yes,Negative,Yes,Yes,Visual,Yes,Yes,Low,6,Medium,B
19,F,Graduate,30000,B,71,Medium,18,Business,Private,Medium,High,No,Medium,Low,Medium,Negative,High,98,No,7,Unhealthy,Low,7,Yes,Negative,No,No,Auditory,Yes,Yes,Low,1,Low,C
22,F,Graduate,30000,A,81,Low,11,Engineering,Private,High,Low,Yes,Medium,High,Medium,Positive,Low,26,No,4,Balanced,High,7,Yes,Positive,No,Yes,Auditory,No,No,High,6,Low,C
19,M,Graduate,60000,A,71,High,17,Law,Public,Low,Medium,Yes,High,Medium,High,Positive,Low,66,Yes,7,Balanced,Medium,9,No,Neutral,Yes,No,Kinesthetic,Yes,No,Medium,5,Low,C
22,F,Some College,75000,A,92,Medium,9,Engineering,Public,Low,Low,Yes,Low,Medium,Low,Neutral,Medium,63,Yes,9,Unhealthy,Medium,2,Yes,Neutral,No,Yes,Auditory,Yes,Yes,Low,6,High,B
22,M,Graduate,30000,C,91,Low,10,Law,Private,Medium,Low,No,Medium,Low,High,Neutral,Low,89,No,8,Unhealthy,High,6,Yes,Negative,No,Yes,Visual,Yes,No,Low,2,Medium,C
18,M,Graduate,75000,B,89,Medium,5,Engineering,Public,Low,Medium,No,Low,Low,Low,Negative,Low,61,No,9,Unhealthy,High,9,No,Neutral,Yes,No,Kinesthetic,Yes,No,Medium,1,Low,B
22,F,High School,60000,A,86,Medium,15,Law,Public,Medium,Low,No,Low,Medium,Low,Negative,High,77,Yes,6,Healthy,High,10,No,Negative,No,No,Auditory,No,Yes,High,2,High,B
19,M,Some College,30000,B,82,Medium,18,Medicine,Public,High,Medium,Yes,High,High,Low,Negative,High,71,No,5,Unhealthy,Medium,2,No,Neutral,No,Yes,Kinesthetic,Yes,No,High,3,Medium,A
22,M,Some College,50000,A,81,High,7,Science,Private,Medium,High,Yes,Medium,Low,Low,Negative,Low,64,No,4,Unhealthy,High,2,No,Positive,Yes,Yes,Kinesthetic,Yes,No,Medium,3,Medium,B
21,M,High School,75000,A,79,Medium,12,Arts,Public,Medium,Low,Yes,High,High,Medium,Neutral,Low,50,No,6,Balanced,Medium,6,Yes,Negative,Yes,No,Kinesthetic,No,No,Low,3,High,B
22,M,Some College,60000,B,81,Low,15,Engineering,Public,High,Medium,No,High,Medium,Low,Negative,Low,41,Yes,5,Balanced,Medium,2,No,Neutral,Yes,Yes,Visual,Yes,Yes,Low,5,Medium,B
19,M,Graduate,50000,A,92,Low,12,Science,Public,Medium,Medium,Yes,Low,Medium,Low,Positive,Low,41,No,5,Unhealthy,High,6,No,Negative,No,Yes,Auditory,No,No,Low,5,Medium,B
22,F,High School,40000,C,97,Medium,17,Law,Private,Medium,High,Yes,Low,High,Low,Neutral,Low,90,Yes,7,Healthy,Low,10,Yes,Positive,No,No,Auditory,Yes,No,High,2,High,A
21,M,Graduate,60000,C,85,High,18,Law,Private,High,High,No,Low,High,Medium,Negative,Low,32,No,7,Balanced,Low,6,No,Negative,No,Yes,Visual,No,No,Low,1,High,B
22,F,Some College,50000,A,88,Low,17,Engineering,Public,High,Low,No,Medium,Low,Medium,Negative,Low,42,Yes,7,Balanced,High,8,No,Neutral,Yes,Yes,Auditory,No,No,High,1,High,B
18,F,High School,50000,A,81,Medium,15,Science,Public,Low,Low,High,Medium,Low,Low,Neutral,Medium,27,Yes,5,Healthy,High,6,Yes,Neutral,Yes,Yes,Visual,Yes,Yes,High,4,High,B
22,F,College,40000,B,97,High,6,Science,Private,Medium,Medium,Yes,Low,Low,Low,Positive,High,81,No,9,Healthy,Medium,3,No,Positive,No,No,Kinesthetic,Yes,No,Low,5,High,A
22,M,Graduate,40000,C,83,High,17,Engineering,Public,Medium,Medium,No,High,High,Medium,Negative,Medium,74,Yes,8,Healthy,High,6,Yes,Positive,No,Yes,Auditory,No,No,Low,3,High,B
19,M,College,40000,B,91,Medium,18,Arts,Public,Low,Medium,No,High,Low,Low,Positive,High,21,Yes,4,Healthy,High,6,Yes,Positive,No,Yes,Visual,No,No,Medium,5,High,B
22,M,Graduate,50000,A,83,Medium,12,Arts,Public,High,Medium,Yes,Low,Low,Medium,Positive,High,31,Yes,5,Balanced,Medium,6,Yes,Negative,No,Yes,Auditory,No,Yes,Medium,3,High,C
22,F,College,40000,B,71,High,18,Business,Private,High,High,No,High,Medium,Medium,Neutral,Medium,56,No,9,Balanced,Medium,7,No,Positive,No,Yes,Visual,No,No,Low,4,High,C
21,F,College,60000,C,100,Low,13,Law,Private,High,Medium,No,High,High,High,Neutral,Low,41,Yes,5,Healthy,High,7,No,Negative,No,Yes,Kinesthetic,Yes,Yes,Medium,2,High,A
22,F,Graduate,50000,B,93,Medium,11,Business,Private,Medium,High,Yes,Medium,Medium,Medium,Neutral,High,97,No,9,Unhealthy,High,7,No,Positive,No,No,Auditory,No,No,Medium,3,High,B
22,F,Some College,40000,B,75,Medium,7,Science,Public,Medium,Medium,No,High,Low,Medium,Positive,Medium,74,No,5,Unhealthy,Low,8,No,Neutral,Yes,Yes,Kinesthetic,No,Yes,High,3,Medium,C
19,M,Some College,40000,A,81,High,17,Arts,Private,Low,Medium,Yes,High,Medium,High,Negative,Low,87,No,4,Balanced,Low,7,No,Negative,No,Yes,Visual,No,Yes,High,6,Medium,C
19,F,Graduate,50000,B,97,Medium,16,Arts,Private,Medium,Low,High,High,Low,High,Negative,Medium,71,No,8,Unhealthy,High,6,No,Negative,Yes,Yes,Kinesthetic,No,Yes,High,3,High,B
18,M,Some College,40000,A,96,Medium,13,Science,Public,Low,High,No,Low,High,Medium,Neutral,Low,79,Yes,5,Unhealthy,High,5,No,Positive,No,Yes,Auditory,Yes,Yes,High,4,Medium,C
18,F,Some College,40000,B,78,Low,18,Law,Public,High,Medium,No,Low,Low,Medium,Negative,High,40,Yes,8,Balanced,High,9,Yes,Positive,Yes,No,Visual,Yes,Yes,Low,3,Medium,A
19,F,Some College,50000,B,82,High,14,Business,Private,Low,Low,No,Low,Medium,Low,Positive,Medium,47,Yes,5,Healthy,Low,10,Yes,Negative,No,Yes,Kinesthetic,Yes,Yes,Medium,6,Low,B
18,F,Graduate,30000,B,74,High,7,Engineering,Private,Low,High,High,Low,High,Medium,Positive,High,44,Yes,5,Healthy,High,3,Yes,Positive,No,Yes,Visual,No,No,High,3,High,A
21,M,College,40000,B,92,Low,8,Science,Public,Low,High,No,Medium,High,High,Negative,Medium,99,No,4,Balanced,Low,7,Yes,Negative,Yes,No,Auditory,Yes,Yes,Low,3,High,C
20,M,Graduate,75000,A,91,Medium,15,Medicine,Private,High,Medium,No,Low,Medium,Medium,Negative,Low,35,Yes,6,Healthy,Medium,9,Yes,Neutral,Yes,Yes,Kinesthetic,Yes,Yes,High,2,Low,C
21,M,College,75000,A,98,Medium,9,Law,Private,Low,Medium,Yes,High,High,Medium,Positive,Low,32,No,5,Balanced,Low,2,Yes,Neutral,Yes,Yes,Kinesthetic,No,Yes,High,5,High,B
22,F,Some College,50000,B,81,Medium,17,Business,Private,Medium,Low,Yes,Low,High,Low,Negative,Low,96,No,7,Healthy,Medium,10,No,Neutral,Yes,Yes,Visual,No,No,High,6,Medium,B
21,M,High School,30000,C,80,High,16,Science,Public,Medium,Medium,High,Low,Medium,Medium,Neutral,Low,74,No,6,Balanced,High,4,No,Positive,No,No,Auditory,No,No,High,3,Medium,B
20,F,College,60000,C,72,Medium,18,Law,Public,High,Low,No,Medium,Medium,High,Neutral,Medium,58,Yes,5,Unhealthy,High,6,No,Positive,Yes,Yes,Auditory,Yes,No,Medium,4,Low,B
20,F,Some College,60000,C,79,Low,11,Arts,Public,Low,Medium,Yes,Low,High,High,Neutral,Low,41,Yes,7,Balanced,Low,6,No,Negative,Yes,Yes,Auditory,No,No,Low,5,Low,B
22,M,Graduate,75000,C,81,Low,18,Arts,Private,High,High,Yes,Low,Medium,High,Positive,Low,41,No,8,Healthy,High,3,No,Negative,No,Yes,Auditory,Yes,No,Low,6,High,C
21,M,College,40000,A,100,High,8,Science,Private,Medium,High,No,Low,Medium,High,Positive,Medium,51,Yes,8,Balanced,High,2,Yes,Positive,Yes,No,Auditory,Yes,No,High,3,High,A
22,M,Some College,30000,C,84,Low,7,Medicine,Private,Medium,Medium,No,Low,High,Medium,Negative,Low,72,Yes,4,Balanced,Low,7,Yes,Positive,Yes,No,Visual,Yes,Yes,Low,3,High,A
18,M,Some College,50000,A,83,High,5,Science,Public,Low,High,High,Low,High,Medium,Neutral,Low,77,No,5,Unhealthy,High,2,No,Neutral,No,No,Auditory,No,No,High,1,High,C
19,M,Graduate,40000,B,70,Medium,18,Business,Public,Low,Low,No,Medium,Low,Low,Neutral,Low,45,Yes,9,Unhealthy,High,3,No,Neutral,Yes,Yes,Kinesthetic,No,No,Medium,1,High,A
19,M,Graduate,50000,B,74,High,13,Medicine,Private,Medium,High,Yes,Medium,Medium,Low,Positive,Medium,43,No,7,Unhealthy,High,3,No,Negative,No,Yes,Visual,No,Yes,Low,5,Medium,C
19,F,College,40000,C,79,High,9,Medicine,Public,Medium,High,High,Low,High,High,Negative,Medium,69,No,4,Balanced,Low,9,Yes,Negative,Yes,Yes,Auditory,No,Yes,Medium,4,High,A
18,M,Some College,40000,B,81,Medium,13,Arts,Private,Low,Low,Yes,Low,Medium,High,Positive,High,80,Yes,7,Balanced,Medium,7,Yes,Negative,Yes,No,Kinesthetic,Yes,Yes,Medium,4,Low,B
20,M,High School,50000,A,85,High,6,Science,Public,High,Medium,No,Low,Low,Low,Neutral,High,83,Yes,5,Balanced,Low,9,Yes,Negative,No,No,Visual,Yes,Yes,Low,3,Low,B
21,F,High School,40000,A,81,Low,5,Law,Public,Low,High,No,Medium,Medium,High,Neutral,Low,62,No,7,Healthy,High,10,No,Neutral,No,No,Auditory,No,No,High,6,High,B
19,F,High School,30000,C,76,Medium,5,Medicine,Private,Medium,Low,Yes,High,Low,High,Negative,Low,49,Yes,5,Unhealthy,Medium,6,Yes,Negative,No,No,Visual,Yes,Yes,Medium,5,Low,B
22,M,Graduate,75000,C,93,Medium,12,Law,Private,High,High,Yes,Medium,High,High,Neutral,High,83,Yes,4,Unhealthy,Medium,5,Yes,Negative,Yes,Yes,Auditory,No,No,Low,2,Medium,C
21,F,Graduate,75000,B,75,High,17,Law,Public,High,High,Yes,Medium,Medium,High,Negative,High,36,No,6,Balanced,Low,6,No,Positive,No,No,Visual,Yes,No,High,3,Low,B
21,F,High School,75000,B,79,Medium,11,Arts,Private,Low,High,Yes,Medium,High,Low,Positive,Low,49,Yes,6,Unhealthy,Medium,3,Yes,Positive,Yes,Yes,Auditory,No,No,Low,2,Medium,B
19,M,Graduate,75000,A,72,Medium,17,Arts,Public,Medium,High,Yes,High,High,Low,Neutral,Medium,23,No,5,Unhealthy,Medium,4,Yes,Positive,No,Yes,Auditory,No,No,Medium,6,Medium,C
22,M,High School,50000,A,98,Low,12,Science,Public,High,High,High,High,Medium,Low,Positive,Low,54,No,5,Balanced,Medium,7,No,Negative,Yes,No,Auditory,No,Yes,High,1,Low,A
22,F,College,40000,B,85,Medium,7,Law,Private,High,Medium,No,Low,Medium,High,Neutral,High,37,Yes,7,Unhealthy,Low,9,No,Negative,Yes,Yes,Auditory,No,Yes,High,5,High,A
22,F,Graduate,40000,A,82,High,8,Arts,Private,High,High,No,Low,Low,Medium,Neutral,Low,20,No,6,Balanced,Low,7,No,Positive,Yes,Yes,Auditory,No,Yes,Medium,4,High,B
22,M,Some College,30000,C,91,Medium,11,Law,Public,Medium,High,Yes,High,High,Medium,Neutral,High,80,Yes,5,Balanced,Medium,9,No,Neutral,Yes,Yes,Auditory,Yes,No,Low,3,High,A
19,F,High School,60000,A,79,Low,6,Business,Private,High,Medium,No,Medium,Low,Medium,Positive,Medium,89,Yes,7,Unhealthy,Medium,9,Yes,Positive,Yes,Yes,Visual,No,Yes,High,4,High,A
22,M,College,75000,C,72,Medium,9,Medicine,Public,Medium,Low,No,Low,High,Low,Neutral,High,55,Yes,6,Unhealthy,Medium,9,Yes,Positive,Yes,Yes,Visual,Yes,No,Low,3,Low,B
18,F,Some College,75000,B,81,Low,19,Arts,Public,Low,High,Yes,High,Medium,Medium,Negative,Low,91,Yes,8,Healthy,Low,9,No,Negative,No,Yes,Auditory,Yes,Yes,Low,6,High,B
22,F,High School,40000,B,98,Low,14,Law,Private,Low,Low,Yes,Low,High,High,Neutral,High,76,Yes,6,Balanced,High,6,Yes,Positive,Yes,No,Visual,Yes,Yes,High,6,Medium,C
19,M,High School,50000,C,81,Medium,9,Science,Public,Low,Medium,No,High,Low,High,Positive,Low,37,No,6,Unhealthy,High,10,No,Neutral,No,Yes,Auditory,No,Yes,Low,3,High,A
22,M,Graduate,30000,C,72,Medium,5,Medicine,Private,Low,High,High,Medium,Medium,Low,Positive,Low,54,No,9,Unhealthy,High,5,No,Negative,No,No,Auditory,No,No,High,1,Low,C
22,F,Graduate,40000,A,92,High,16,Business,Public,Medium,High,High,High,High,Medium,Neutral,High,65,No,9,Unhealthy,High,7,No,Neutral,No,Yes,Visual,No,Yes,Medium,6,High,A
22,F,Graduate,60000,C,91,Medium,17,Engineering,Private,Low,Low,No,Low,High,Medium,Negative,Medium,93,No,6,Unhealthy,High,7,Yes,Neutral,No,Yes,Kinesthetic,Yes,Yes,High,1,Medium,C
20,M,Some College,40000,B,93,Medium,18,Science,Public,High,Low,No,High,Medium,High,Negative,Low,63,No,6,Balanced,Medium,8,Yes,Negative,No,No,Kinesthetic,No,Yes,High,5,Low,A
22,F,Graduate,60000,C,97,High,19,Arts,Public,Medium,Low,No,Low,High,Low,Positive,High,85,Yes,8,Unhealthy,Low,5,No,Positive,Yes,Yes,Auditory,No,Yes,High,4,High,B
20,M,High School,50000,A,79,Medium,20,Arts,Public,Medium,High,No,Medium,High,Low,Neutral,Low,59,Yes,4,Unhealthy,High,7,Yes,Negative,Yes,Yes,Visual,No,No,High,2,Medium,B
21,F,High School,75000,B,83,High,18,Science,Private,Low,Medium,Yes,Low,Medium,Medium,Positive,High,37,Yes,9,Healthy,High,2,No,Negative,No,Yes,Visual,Yes,Yes,High,3,High,A
20,M,Graduate,30000,B,94,High,7,Law,Public,High,Low,No,Medium,High,Medium,Positive,Medium,79,Yes,5,Healthy,High,8,Yes,Neutral,No,No,Kinesthetic,No,Yes,Medium,3,Medium,A
22,F,Some College,75000,A,76,Low,17,Medicine,Public,Medium,High,No,Medium,Low,High,Neutral,Low,96,Yes,6,Unhealthy,Medium,8,Yes,Neutral,Yes,Yes,Visual,No,Yes,Low,1,High,B
22,M,High School,30000,A,97,Low,19,Law,Public,Medium,Medium,Yes,Low,Medium,High,Neutral,High,96,No,6,Unhealthy,Low,5,No,Positive,Yes,Yes,Visual,No,Yes,High,2,Low,C
18,M,High School,50000,A,72,Low,5,Law,Private,High,High,No,Low,Medium,Medium,Positive,Medium,51,No,4,Unhealthy,Low,3,Yes,Negative,No,No,Kinesthetic,No,Yes,Low,1,High,B
22,M,Graduate,30000,A,72,Medium,13,Engineering,Public,High,Low,No,Medium,High,Medium,Negative,High,99,No,8,Healthy,Low,6,No,Negative,No,No,Auditory,No,Yes,Low,2,Low,C
22,F,College,60000,A,79,Low,15,Business,Private,High,Low,No,High,Low,Medium,Positive,High,44,Yes,9,Balanced,High,6,No,Positive,Yes,No,Kinesthetic,Yes,Yes,Medium,3,Low,C
22,F,Graduate,75000,C,78,Medium,8,Arts,Public,Low,High,Yes,Low,Low,High,Positive,High,91,No,8,Balanced,Low,7,No,Negative,No,Yes,Auditory,No,Yes,High,6,Low,C
18,M,College,30000,A,76,Low,9,Science,Private,Low,Low,Yes,High,High,Low,Positive,Low,37,No,4,Balanced,Medium,9,No,Neutral,Yes,Yes,Kinesthetic,No,No,Medium,3,Medium,A
22,M,Graduate,40000,B,89,High,15,Medicine,Public,Medium,Medium,Yes,High,Low,High,Negative,Low,60,Yes,8,Healthy,High,4,No,Positive,Yes,No,Visual,Yes,No,High,5,High,C
19,F,Some College,60000,A,79,High,16,Arts,Public,Medium,Medium,Yes,Low,Low,Medium,Positive,High,53,Yes,4,Balanced,High,6,No,Neutral,No,No,Visual,Yes,No,Medium,1,High,C
19,F,College,60000,B,95,High,15,Science,Private,Medium,Low,No,Low,Medium,Medium,Neutral,Medium,87,Yes,9,Balanced,High,2,No,Positive,No,Yes,Visual,Yes,Yes,Medium,3,Medium,A
20,M,Some College,60000,B,79,Medium,17,Medicine,Private,High,Low,Yes,Low,High,Low,Neutral,High,23,Yes,6,Unhealthy,High,6,Yes,Negative,Yes,Yes,Kinesthetic,No,Yes,High,6,High,B
22,M,Some College,30000,A,85,Medium,17,Business,Public,Medium,Low,High,High,Medium,High,Neutral,Medium,81,No,9,Balanced,Medium,2,No,Positive,No,Yes,Auditory,Yes,Yes,Low,2,Low,A
22,F,Graduate,40000,C,71,Low,17,Arts,Private,Low,Medium,No,Medium,Medium,Medium,Neutral,Low,24,Yes,8,Healthy,High,4,Yes,Positive,No,Yes,Auditory,No,No,Low,2,Low,C
20,M,Some College,40000,A,95,Low,15,Science,Public,High,Low,No,Medium,Low,Medium,Negative,Low,78,Yes,8,Healthy,Low,7,No,Negative,No,Yes,Visual,No,No,Medium,4,High,C
20,M,Graduate,50000,A,75,High,15,Medicine,Public,Medium,Low,High,Medium,High,Medium,Negative,High,44,No,7,Balanced,High,6,Yes,Positive,No,No,Auditory,No,Yes,High,4,Medium,B
22,M,High School,50000,A,77,Medium,19,Medicine,Public,High,Low,No,Medium,High,Medium,Negative,Medium,59,Yes,6,Balanced,High,8,Yes,Neutral,No,Yes,Visual,No,Yes,Medium,2,Medium,B
18,M,High School,60000,B,80,High,19,Science,Private,Medium,Low,Yes,Medium,Low,Low,Negative,High,29,No,6,Unhealthy,Medium,2,Yes,Negative,No,Yes,Kinesthetic,No,No,High,2,Medium,C
19,F,College,75000,C,81,Medium,17,Law,Public,Medium,High,No,Medium,High,Medium,Neutral,High,41,No,7,Unhealthy,Medium,6,No,Neutral,No,No,Kinesthetic,No,No,High,2,Medium,B
22,M,College,75000,C,72,High,11,Law,Private,High,Medium,No,High,Medium,Medium,Negative,Low,77,Yes,7,Unhealthy,Medium,6,No,Neutral,Yes,Yes,Auditory,No,No,High,6,Medium,C
19,F,Some College,60000,B,81,Low,20,Engineering,Private,Medium,High,No,Medium,Medium,Low,Neutral,High,43,No,8,Unhealthy,High,2,Yes,Negative,No,Yes,Auditory,No,No,Medium,5,Medium,C
